,pid,saleprice
2897,916403130,250000
2898,916460070,202000
2899,916475100,312500
2900,916477010,320000
2901,921205030,369900
2902,921205050,359900
2903,923125030,81500
2904,923202025,215000
2905,923203090,164000
2906,923203100,153500
2907,923205120,84500
2908,923225190,104500
2909,923225240,127000
2910,923225260,151400
2911,923225510,126500
2912,923226150,146500
2913,923226180,73000
2914,923226290,79400
2915,923227100,140000
2916,923228130,92000
2917,923228180,87550
2918,923228210,79500
2919,923228260,90500
2920,923228310,71000
2921,923229110,150900
2922,923230040,188000
2923,923250060,160000
2924,923251180,131000
2925,923275080,142500
2926,923276100,131000
2927,923400125,132000
2928,924100070,170000
2929,924151050,188000
